원하는 클레이튼 NFT 이름,지갑 주소
ALAP : THE LOST PIONEERS,0x69dc6Ba099ADE096fa63C5d593FDA76fb8f2f3C1
ALAP : THE LOST PIONEERS,0xc7bCB39cD6D95eA75B0a890feAD2F62f5C055B4C
Kongz#1967,0xeEcB436272d0b441b18bD30B7ebb01edFEd1D2c1
DSC 메이트,0x3BD42E1b51338e420C2a67a5f1106aCFb2A9C0F0
cases by kate,0xC5b389cb1c87DC11c8E002FacEBB79590Eb6c549
메이트 3911번 ㅎㅎ(내취향),0x0e31c66b495B3f394E424E4432A8b85204243306
메이트,0x45DA1118B7c23E4dCB57439980c227e9a0EC79b9
Klapes,0x527Eb0782C72B696CDC0AC1F6ADf5b7C6130E804
ART CARPET BOMBING,0x7fF63e72e8C955F749aBf8a25DE667Ec0BC51D0c
DSC Mate,0xFE5f28feC9776aAC5d6d305f581A2608680Dd11E
THE META KONGZ,0xd10351e12a39453c91f42CF087Bd028f351143D5
DSC MATES | DIGITAL IDENTITY,0xB5f7a002e83b96E50FB1366deaA268454f0Dd3Ec
DSC MATES | DIGITAL IDENTITY,0x79FFc0240A1BD11d0EBA49c0eC20d98D30f37905
Klayblox,0xef6021ef8aAB073Be13E961e2e4C2a30Eeb416Ea
Klapes,0x091eB97Fc0CadA0f756Ac32fa71730f7E5B81f8B
THE META KONGZ,0xE00D30f2acbFabd9B3c64e72D153eBA6a2B571b7
simflower_klay,0xB1B7c3200f897208Cb621E8AdA1910aF4EE36303
Klapes,0x0A07D34a6762F5b602430735620Ae8D31B9AFF0c
DSC MATES,0x899c94751Db58Dc53a7D4D5D924F7FFFA3746c9F
DSC mate,0x1EE7673394A0fD27453f6D4d9Fb3e0F89364045b
도지사운드클럽,0xd6b08dff3ddfbe6df922effad854d13e9d7b6e7e
DOGESOUNDCLUB MATES,0xBAB4D233ef135b82f4F7bf863E47178EeF7407e0
Joseon Dynasty,0x574119b0A573e1295a99fE6a8D802f1CEA9e4ad3
KLITS,0x3eb59558D2ae2B9130033220Abc2DD925eCdAe25
the meta kongz,0xFF042380E96076e65c377AE252e1D67A74aCb4C7
KOH:EXIST by KOH SANG WOO,0x19f0FeB221f00e99B7D2342d5831332070FE2da0
클레이폭스!,0xc202815A77d258f3cc7B9a43DC9BD56F61c43D16
DSC Mate,0x0cF5C3cBC8649b18Ff1D63aE2f556662A06Ca446
DSC eMATES,0x7Cf10a02c77B464cC6Ad405a9Bc2d0d4bB7D6759
Alap,0x6378AD9506ddA65C2045f77D157f8eAa1B28ca0e
DSC Mate #3911,0x7253604f6fD88Bb5a2f2b356FAF2333Ff0016A70
KlayWeasel,0x54a4b4bC467F1E837ADC6BD975a7312712bF7b94
클레이다이노,0xe59d1fdd577C50c74C44e5C053BC2a420F1c0175
Klaydino,0x0E78efF37270Bcc8ffcd4A98C12c2cE0bA47F9cC
DSC,0xDca4ba4F8E6e4d20166A4dd327467849fa7CeaE6
DSC MATE,0x4454Dc060352680fF151B588eFf4cb70842E590F
DSC Mate,0xeFAe6A0501Db63342b9080Fb3FeC0223700593d4
떡방앗간 오픈에 설레는 참새들#1,0x5fb09cDe5Fe9eaaE4382b7cF5E83F7F2e1CB1852
클리츠,0x4dde44157731626399B22ff78d78047fAE8a9140
KlayFox-0231,0xFcadd06822a40681022CCb683ce61c38eb500A2d
KlayFox,0xEF1A9d9E694818b6499e4A2040dDD6926dc39971
Skater bunny,0x73A580Af727f9996ab7F07D00093edb6c00D1c18
KlayFox,0x08289d723DAC68C1Ee835C0A7D1f8394B95F1C2f
클레이피스,0x4B3957A4E85C7B5b83C0601FAcf832CDc2314Aa3
NEWKLAYPUNKS,0x4396dcCC4870BB7C5cfe918490B555765faa34f5
DSC Mate #3503,0x1DfDaCE8A0ac2FDa853f5a447fc5d3B458f3765F
THE META KONGZ,0xD53beE17782D9F73255dc099D2B88416807dda07
DSC MATES | DIGITAL IDENTITY,0xa5D8075B8ccc438C8e75682d17877F5534D4AaF3
Kongz#806,0x5F10e53297F6496487e9d5255867Ac762C169703
DSC메이트,0x4ad2b612A71c76b2c200152896580815864B8616
DSC Mate #3911,0xA11cC5eAfDDF917a8120F016f6054ACA487d2e13
애니멀펑크,0xC2707163C83C52F18d0BDdb256A2F37353dB01FC
DSC MATES | DIGITAL IDENTITY,0x92B7622406D499173fEcB25C2252058aDD80735E
Land : Joseon Dynasty,0xe64996C0FcC0Af8eFd26E983459501a591221368
KLAY APE CLUB,0x1E002A3e5FA7f7f33dC55cE65ea24Df86cf90Fa0
klayfox v1,0xA2f2412F225d269331daB35718E571FBDD46690D
로봇초상시리즈-퍼스트건담BY찰스장,0xf391f3b3d76C7D3F98F34B53bf8cAF3E8b3C9C06
klapes,0x59B725418a4Dd614B7a16B3331b3Ba38636c3728
도싸클,0xcEe76dCC7E9001253230be7980F388b71D37cecD
도사클,0xBdF5ff6bE8B8663762fACC025FbB963120aeB2d8
도지사운드클럽,0x967a68a5d0365F046b30c766dd165C3731470BBF
클레이폭스,0x6E0aE2907687221FB176d8b057F6397f593d6469
DSC Mate #1340,0xC999B14A266adD615Ce5A62136d49F01198cE56B
DSC Mate #8817,0x7aA5BE4Db2df61aD9216aF2367ec2e83018a30A3
Alap,0xf4F6542aA9107caE3d87011EDCCcb1D48e01bD0A
Alap,0x610426cC1776ab747572B8f88f71CD08b3Ccb097
THE META KONGZ,0x5E449a33c5651dA642E1734E4a4Fe0f1Fb59a938
3DMongz,0xF76DFC435DaB76C74210a385F522FBB4fc3a55a7
3DMongz,0x9420D201353f22841C9AFF246B1D13724e294306
3DMongz,0x94B8234D00110fF970262CB0E5EEf8cbDfdcb972
3DMongz,0xd0f0424D0aF717f11ca84F3430105a645A88F443
3DMongz,0x1c1039962d71Fc8B1f514a3EaA0A49D52A01f153
3DMongz,0xe0dE412b979D4A1357bD410381EcbDb3B93e76bC
3DMongz,0x10D6C45b9F129D4f0ebC4bFFDA0449fcDeadEac7
3DMongz,0x4B481dF517222D26250aFb7B99B69B0c6bA10Fda
클레이다이노 KlayDino #248,0x5b409173CE569eDC3Ba70e33dF041db0bAf6C8D5
Klay Ape Club,0xE8F17Fc4b53Fa7d1C789c21c4B31Ae745925C844
dsc메이트 ^.^,0x650AB33AB2a4e047caC9C177a30B6811C7855e4c
DSC 메이트,0x6fE286BdE91b47a9Cc4d2f19F34cE08Aad8bE75F
DSC 메이트,0x599821DaDd971eebf6e2CB34646ca9bc36038eb1
ALAP,0xB4e52bCbeBa81675334473C16C76e392bc21B0Ef
메타콩즈,0x9bdA5ab50e3318Df657fe4fD476b3194A38624Ce
DSC MATES | DIGITAL IDENTITY,0x1b9037637e47bA75267D67610cC6Fe1bB811b2c5
KlayDino,0xeFD04aDdf736E646b3d6B0a9254C50798b3DDbcF
DSC MATES | DIGITAL IDENTITY,0x1b9037637e47bA75267D67610cC6Fe1bB811b2c5
NewKlayPUNKS #2874,0x78Afe1e428cC57612f5DeDb77910Fa3fD3506d84
THE META KONGZ,0x512cEcd0B73D4aCA3e06c3B594C1a0A273CC1832
메타콩즈,0x78617Bdb54dc0F22209C82422d4ef6a9fE882D0f
DSC 메이트,0xC1B55B429117140162597199879d5CC739137753
클레이폭스1번버젼,0x3211746d549E6dcb7246f904Ac6e123a33d4Cf8A
Land : Joseon Dynasty,0x2002a1BF49F188939CFa400b9623aaefA06CAfe0
KlayDino,0x07321b139DD57e9deb99aD55A26eDA474B770808
Klapes,0x9Fc09b2DC3ab28d1e18A56893fF3a234BC4B46B9
Spoon Founder Ticket,0xA23353C785E38cC015C3f03f1Be5cDFB08A3c563
ALAP : THE LOST PIONEERS,0x327Fac0403172ec8A32cC93C5CeE2712aD80BfbE
Klanium Card,0x00DA7Fc6aFA0544421C3d067F97ee770B27D1C8C
도시클,0xC99c9f602668F4187Dcb9187E8fCc0Ca2ADc039f
메이트,0x595108e93f5f17a4097ed831d76d1a178b284bca
Klaywomen 120번,0xD0464C94D589e2Dd1E127488bb5f9CE873f6C717
Joseon Dynasty,0x8234499535c9071Dc7c9cdFEBF3BD0e443C6Cdc6
Dream Home Club,0xBa22dDD8901E52738D571d19353D3e5A482c5726
SheepFarm,0x393648E6873ddAe58cC085fC52Cf7c958966CC05
klayfox 1,0x960Df9096f138eb88A72355f386160Da0F954CBb
land Joseon Dynasty,0x6a274aC339132F98Ec114d5481B3884977792a63
EcoverseKorea,0xd1C7a307936f3D78Bb28c71be834A7dE275ac979
KlayDino,https://opensea.io/collection/klaydino
KLAYRock,0xd022CD6D422a55401C79e51b956E3AFDcB6DE67c
klaydino,0x367f3139d44c42f43C501Ec9C999B8E8Ce3B040F
3DMongz,0xd2b39A6A80545Ca65A46661d9F8352760e3261C6
THE META KONGZ,0xC55C614F41Dc861e01b614537A588635C5A69eca
spoonfounderticket,0x690C1e6986Beace8E3Ba35f84d529207e28E81d7
Klanium Card,0x11f3baF85B13D4CAD17586a6F8dF40B4a4CCAD80
klaydino,0x6D0e95A7967c4cBbF36eca48E035f14B45973c49
클레이폭스1버젼 . 고마워,0x31DAbdD8031CB175aa912aF3D730b6590Ab63649
에코버스코리아EcoverseKorea,0x07004c479A63923bE740eA1eb67A209B8a801756
클레이fox V1,0xb7593Ae84441999CC4A537B6BB70F0eA5e8CFe7c
메타콩즈,0x35eb89EADE9454F5c954b54d2f50278Ad0168C39
THE LOST PIONEERS,0xf56e88792EdbEBCd3C5E061bFF842BEC0fD7D43a
THE META KONGZ,0x06Cce7D2b78Cb9588291F32fb10912E7120Fb6C8
DSC Mate #4001,0xCFdab1928dF013E68B3da924A762C9346AEDC9c2
dogesoundclub mates,0x483Ff45D7ab646258503e1E577C01c3E1eC47020
클레이다이노,0xd64539430357Bb87066e8e0AF5EbBF962CD9588b
sheepfarm,0xa919d7875A0bC5723d28f80206703F5d20C6DB84
클레이다이노(klay dino),0x0ae4aEc096930baBC91e79f6128293E00099E5E5
스푼파운더티켓spoonticket,0xbBCa4857854bF869FD561D3e1Bcb9b4823C2a768
메타콩즈,0x1cC2F070967D6a61683ce54E434788d5C7B32571
메타콩즈,0x31DCa6780Dea994f23D140479a7A0158956dD22c
spoon ticket,0x741369D169A01D09b5390F9371dbda9ac3349358
픽셀캣,0x9Cef136Fb1453D07a7313A07a7a959f782FaF26F
DSC MATES | DIGITAL IDENTITY,0x7BC2dC5b34E3b0e9E894aB0cfa926F1B534757fc
klayfox,0x027Dfc2851Dd28551bBb5023C86Fd630011b2111
ecoversekorea,0xe14895570ee6fc5dB52Ba4e8384696FcB11C08e7
도사클,0x5fb09cDe5Fe9eaaE4382b7cF5E83F7F2e1CB1852
조선,0xbF0C3a094006a9b4a02b7227F22339395298061a
Klay300kid,0x9D5ef11B92c427dEA888D314C494898E81cf8FEE
dsc,0xFf90008E46F3a524BA563AbF6eE1a60Ef2a0e503
DSC Mate,0x8D8AbE37788e23E671BE8d153d9948e6c4e07B1d
3DMongz,0xA17B11A07C9e265157f5C6BFb6Be7D5CcaEc8296
메타콩즈,0x8150bF049D6c12eCda44bf263e17fa889F764Fc7
클레이 다이노,0x2272e111C690029944787Caa3A50A686E5444c8E
klayfox1,0x41d188e636cD7edADDA2E4136A8C061f7C9BA582
쉽팜,0xDf11ed44eeb72c16034117623d2A673167bF5D7F
dsc mate,0x926D97a384db51d4c900BC8B8f630f4eb94310B1
sheepfarm,0x17633cC7F9aDaE85D857745Ed61A274F722B7297
Metakongz,0x77B00dDbb164A01D3d70Ba7ea26D243b505e838A
메타콩즈,0x5F10e53297F6496487e9d5255867Ac762C169703
KlayRecrodOn#0006,0xAD5db8547A8E3a077df34ee4e8E135640C614a2E
도사클,0x886FB900BFaE606Ceb7989355f029EF402157EAd
Animals Punks #9988,0x0355f1FAD025bF3261b468908E228929f73b890E
Treasures Club,0xE098E59018E84aEBb23Ee0b1FC40a5757CAaA578
도지사운드클럽,0x9967dbddbcd7C7F7250662c7bb1708415f663225
DSC MATES | DIGITAL IDENTITY,0xa020336a66023Da03f2fE5b7Fd261c52e18823f4
도사클,0x24680c672016c42Ef4BCf8087747c13A37fba199
metakongz,0x23ef4D7E58353f6A48d7770c822315E417233166
sheepfarm,0xd9b1f58800c11ba9b657309307ff8305bb8bd9c4
메타콩즈,0x6c5731f95B548423611DF27886A566eD911e31E4
Joseon Dynasty,0x1c7646d247618017F036847Dd89f57A320AF7246
도사클,0xc134151d01F5b7845970A1FBC4Fd39b9988ee96F
DSC 메이트,0xD8052A9b01B64aCD65C8a6Ff91736C5ae2dac464
클리츠,0xb8Cc59A767b25A249793f9F92414b90e8C73fA7e
the-meta-kongz,0xa6d73290aF717008Eaca7e00333e374511Dc8333
도지사운드클럽,0xD4F36cd8578A886B7C9A7Bc2419Df74a212Dd5cC
메타콩,0xB182C4c24f71fC528f04a183D0Ce70E8330Fe35a
JD People #983 joseon dynasty,0x1C872aFd58E24e4E5990f77bD2025394EB78A585
joseon,0x985066b99D6a7f22F0f26df9E07D8e1a239d9b8D
"3dmongz,몽즈",0x741369D169A01D09b5390F9371dbda9ac3349358
트레져스클럽,0x2bFE8e9Af8a00A00E19055Dc11286582c4CC0A30
메타콩즈,0x1d06a453325405cC3FFFd70d52Ff6d6b9c729726
KlayDino #280,0xC6f5F969AAAC42d73c6E09e75B322fcF007baA1a
메이트,0x3dc5dDeB9C3613682d79C3e38b14CBA39FC7817E
메타콩즈,0x76c5707480679Ba2AdBdc801c2199E8E38d2eA1c
쉽팜 (alap 신청했는데 짤려서 다시해 ㅠㅠ),0xB4e52bCbeBa81675334473C16C76e392bc21B0Ef
메타 콩즈,0x5AB39FA813203396fd8f4BEE116dA9596BddAb1C
Dream Home Club,0x2Fc4161962B536EaE9e558AF7f144ff65Ef34090
newklaypunks,0xC5b389cb1c87DC11c8E002FacEBB79590Eb6c549
metakongz,0xE45F727fA8672F76aaB46C44E9e5c8f2E554d43a
쉽팜,0x44de30C7792043f06aC572Bb9836265b510192d5
sheepfarm,0x54a4b4bC467F1E837ADC6BD975a7312712bF7b94
DSC,0x1Dcf97B70F310fe8AAF66B45e4C380b71380503C
BWPM NFT,0xfa63e64f2e96388034BeeEC7abc58542244d90cE
DSC 도지햇^^,0xbb2F3f093dbf9E1E223645b82D162Ad033639e7D
도지사운드클럽메이트,0x41FD4d1C90c67DE2544AA390610F65e0bbB26ed1
도지사운드클럽,0x90cFf9086A6bEe8C201E6CCeA763Aff5a76012c9
메타콩즈,0xFb01d872191f9Ab411e938666b79c3Ca5a0B2167
KlayWeasel,0x82f537F750F794Aa14A5d6fE67579948026AD925
sheepfarm,0x903024326f37c4e8d52478Ef9D770A182832F239
PALA,0x7b300b2c3b021163f01d8cc458301a057f4b0732
클레이다이노,0x7DbC269BEE7d9b318DE29EE83243f48b9E068f0D
DSC 메이트 Floor Price,0xe1ECe7CCF4D048dB23c871F70052091cfB461E48
도사클,0xb18cfa5ee5269e5D75024CBf68AC7C20E6025E85
DSC메이트,0x6d4829856f8d195A71Ee854A76D08286FE8bed01
조선 다이내스티,0x5Bd79eca87445aDb278D954dF4C2CEC5390b12A2
DSC Mate #4001,0xCFdab1928dF013E68B3da924A762C9346AEDC9c2
Klapes,0x79fe9e7e2167C65bDA5e1bdc6Bb2418811Fb7310
ALAP,0x7b300b2c3b021163f01d8cc458301a057f4b0732
뉴클레이펑크,0xcF6460bb1159db775ae08bbFDFEC184C56f7ac2D
metakongz,0xd2E14D8A7e50f78dA1a364BCE4C4E2CdDef0C1aF
Klubs Army,0x5F05aAe5b747693681151c4F3E238053fd04B05c⁸⁸
3DMongz,0x03873cf8C02db4Ff0ED4C087615b0F2f9F40E956
Dogesoundclub-mates,0x6d605CF0e5660EdbE2AA9F75703Cd28eB3cCFac9
조선,0x2b8da00bcbf72e077e869d460db9400e4ec0d162
klayforest,0xCc1E737a65F304eF440A140E58290b0eb3eB82B7
klayrabbit,0x17633cC7F9aDaE85D857745Ed61A274F722B7297
메타콩즈,0x5e16DE96b059945ABaC6F3E417C85a5E679eB2aB
클레이에이프클럽,0x8958f79e4E3Eae63bB7dF4bA459C9A094C2b8509
Klaydobermann,0xbe688B58f952e7Daba60d32ABB850d48bd16854F
dsc,0x5267cBBBA1832f97fAa694D01B556d3fb4f22A38
Ephenia,0x5455A6fC05f9a1bD5aE314EBfdb72e65d3099782
도싸클 영재가 가지고있는거 아무거나!!!!,0xD950dE656714111Dc32b1DE13c884E19B537632d
케이스 바이 케이트,0x1a9dcC71c84286DaBE76C54d08d8200f5C86229E
클레이다이노 KlayDino,0x5b409173CE569eDC3Ba70e33dF041db0bAf6C8D5
조선다이너스티,0x19f0FeB221f00e99B7D2342d5831332070FE2da0
Klaydobermann,0xfD2A1d98C057d40E3C7BB92fafCF17975050aCBA
도사클!!,0x2542195851EEDf69Df8463E5F61e4e5955c7fA02
klapes,0x82f537F750F794Aa14A5d6fE67579948026AD925
Sheepfarm,0x3854aE588bB1921BA230bf88707d458888d67848
RURIA NFT,0x5455A6fC05f9a1bD5aE314EBfdb72e65d3099782
KlayFox - 02449,0xc38900622324Df7FfF60a524918BE0CdD2e5c018
도싸클,0x780355c53C3c29cf44D6478EbD2f7F208F9fAD75
도싸클,0x529682Ff1437760f4418927190c32584C29E666A
메이트,0xD52483a370De0afc4A1318814d3eb85b66A263Be
DSC MATES,0x9A0189b0385C3eAa518aB6edc82d74CcF28f3607
fox,0xa3EA395c4A87512633EF9C8FCF17D3509aC5D1b9
DSC Mate #3107,0xc45B27145f1d4d64Ef9c7203B5bf0375badCBed1
Joseon Dynasty,0xAF6BDC1222d668Ac73c19De52d1f310dE5278AbC
EcoverseKorea,0xFD59EFD7D4620Bc4Fa7AF95d89b3a9Cd6E76b11c
Doge Sound Club,0xE0cc0fA550B134fAEFfeD84d8143Bd7565e69867
Klanium Card,0x8D4EaF80534668844B9a05257fceEba10e72cFCE
KLAY APE CLUB,0x401f92891f4FEcD065f9f606ECA75CacC36cb993
klaydino,0x56bE5daA88C7b98C318B14648333B5FA5535073E
klayfox1,0x062E67A58F26c51EdCf1B14fbF1BB2263CABEE31
도지사운드클럽,0xb8599BDD97DE2164B3e7387f6379405AA90294d2
Ecoversekorea,0x0D60f4AEF0AFc60EECC40b82bE4Afe4d04fCEd1B
메타콩즈,0x76c5707480679Ba2AdBdc801c2199E8E38d2eA1c
THE META KONGZ,0xc539EF152C30d2D005164a9D593a9359Ec5F0e1d
절미아직 못사서 신청한거 취소해야할거가탕요 ㅠ 죄송해요 ㅠ,0xb8Cc59A767b25A249793f9F92414b90e8C73fA7e
ALAP:THE LOST PIONEERS,0x80AbE74f546c848C68B5016e9256bd980C6c751d
Spoon Founder Ticket,0xD5614F60722e5ebAAc3F70caCfC215eA3cFC9FC5
도지사운드클럽메이트,0x41FD4d1C90c67DE2544AA390610F65e0bbB26ed1
루머 / roomer,0x7d0FCF28e15D99F00af4961f94B6EcD819d4f198
Sheepfarm,0x413678E8589C615636647FA5b6504D23d721E5b0
DSC,0x69dc6Ba099ADE096fa63C5d593FDA76fb8f2f3C1
팍스,0xA56BF1Cdc7C4712d39001C5DE6710af2e72F931F
dsc mate,0x62627b1189824D8ba89f74E40d71559114eE1b2D
조선다이너스티,0x50C98041aDE0566F829cB3fb422C35D6E22eeA3A
